,dist_right,y,dist_around,dist_left,dist_up,dist_bottom,x
2046,1,18,9.849,17,19,13,20
2047,3,9,15.0,2,10,2,31
2048,16,3,15.232,2,1,1,2
2049,0,15,6.083,14,16,16,17
2050,2,17,14.422,16,3,29,4
2051,5,14,13.0,13,3,21,4
2052,5,10,10.198,4,6,1,12
2053,12,0,26.249,0,26,6,27
2054,3,16,27.203,0,2,5,28
2055,0,6,13.153,0,8,18,15
2056,6,0,18.788,0,18,14,19
2057,12,3,12.083,2,1,20,13
2058,7,12,5.657,11,5,27,6
2059,1,18,12.806,17,9,23,10
2060,10,9,1.0,2,1,1,2
2061,3,9,27.019,2,8,4,29
2062,0,19,28.231,18,27,5,28
2063,4,8,23.0,1,4,8,25
2064,0,19,29.155,18,28,4,29
2065,9,6,10.198,0,5,21,12
2066,1,14,18.974,13,19,5,20
2067,4,8,24.0,1,5,7,26
2068,7,5,23.195,4,24,8,25
2069,1,18,10.05,17,0,32,1
2070,14,1,12.207,0,11,21,12
2071,5,10,21.095,4,2,10,23
2072,8,7,11.045,0,6,0,13
2073,15,0,21.541,0,21,11,22
2074,2,10,24.083,4,5,7,26
2075,0,15,21.19,14,21,11,22
2076,1,4,4.472,3,3,29,4
2077,5,7,29.017,0,10,2,31
2078,1,14,18.028,13,18,6,19
2079,7,8,10.0,1,5,1,12
2080,5,14,7.211,13,5,19,6
2081,6,9,21.024,2,2,10,23
2082,1,14,16.155,13,16,8,17
2083,0,19,11.045,18,0,32,1
2084,3,9,26.019,2,7,5,28
2085,7,12,4.0,11,1,31,2
2086,0,19,11.0,18,1,31,2
2087,7,5,27.166,4,28,4,29
2088,9,3,29.428,2,19,2,31
2089,15,4,4.123,3,2,30,3
2090,5,7,25.02,0,6,6,27
2091,7,12,7.211,11,7,25,8
2092,11,8,5.0,1,0,6,7
2093,11,4,9.849,3,10,22,11
2094,11,8,6.0,1,1,5,8
2095,1,5,15.297,4,16,16,17
2096,13,2,20.881,1,21,11,22
2097,6,9,11.045,2,6,0,13
2098,15,4,31.257,3,32,0,33
2099,3,12,14.56,11,15,17,16
2100,3,12,9.849,11,10,22,11
2101,8,4,28.284,3,29,3,30
2102,0,19,19.416,18,17,15,18
2103,17,2,6.0,1,1,31,2
2104,6,9,20.025,2,1,11,22
2105,5,14,6.083,13,0,24,1
2106,17,2,31.575,1,32,0,33
2107,0,6,12.166,0,7,19,14
2108,3,16,29.12,0,4,3,30
2109,0,6,16.125,0,11,15,18
2110,1,14,18.974,13,19,5,20
2111,4,15,7.28,14,3,29,4
2112,4,11,21.213,10,2,10,23
2113,0,2,9.22,1,8,24,9
2114,1,18,28.792,17,28,4,29
2115,2,13,10.296,12,10,13,11
2116,11,4,10.77,3,11,21,12
2117,4,11,22.204,10,3,9,24
2118,9,10,2.236,4,2,0,3
2119,1,14,16.155,13,16,8,17
2120,9,3,29.428,2,19,2,31
2121,1,18,26.0,17,25,7,26
2122,0,12,26.306,11,27,5,28
2123,1,14,14.318,13,14,10,15
2124,3,12,9.849,11,10,22,11
2125,9,6,21.095,0,16,10,23
2126,13,6,12.042,0,0,26,7
2127,0,19,5.657,18,10,22,11
2128,4,15,9.0,14,5,27,6
2129,12,0,22.672,0,31,1,32
2130,2,17,4.472,16,18,14,19
2131,10,5,10.198,4,12,20,13
2132,11,4,12.083,3,9,23,10
2133,3,12,6.708,11,20,12,21
2134,0,19,10.77,18,24,8,25
2135,2,17,12.166,16,2,30,3
2136,8,4,17.804,3,28,4,29
2137,4,8,16.553,1,9,3,30
2138,15,4,16.279,3,2,30,3
2139,11,4,14.213,3,23,9,24
2140,3,12,3.162,11,13,19,14
2141,2,13,2.828,12,16,7,17
2142,18,1,19.105,0,1,31,2
2143,3,9,15.232,2,8,4,29
2144,13,2,14.318,1,20,12,21
2145,0,19,5.657,18,10,22,11
2146,13,2,15.811,1,23,9,24
2147,5,1,14.0,0,14,18,15
2148,14,5,15.62,4,2,30,3
2149,2,17,18.111,16,32,0,33
2150,3,16,17.029,0,6,1,32
2151,9,6,11.402,0,15,11,22
2152,4,15,12.0,14,26,6,27
2153,2,0,15.811,0,9,23,10
2154,2,13,7.28,12,21,2,22
2155,6,13,12.166,12,2,21,3
2156,10,5,11.662,4,8,24,9
2157,5,7,17.889,0,10,2,31
2158,3,16,10.05,0,4,3,5
2159,16,3,17.692,2,1,1,2
2160,9,6,12.728,0,17,9,24
2161,3,12,3.0,11,14,18,15
2162,4,15,14.0,14,0,32,1
2163,2,4,11.402,3,17,15,18
2164,5,14,12.042,13,2,22,3
2165,12,3,13.416,2,9,12,21
2166,1,18,3.0,17,14,18,15
2167,1,14,5.099,13,19,5,20
2168,7,5,18.868,4,30,2,31
2169,4,11,5.0,10,11,1,12
2170,2,4,11.402,3,17,15,18
2171,3,12,7.616,11,21,11,22
2172,1,14,1.414,13,15,9,16
2173,6,9,10.817,2,3,9,24
2174,3,12,6.708,11,20,12,21
2175,1,18,8.544,17,6,26,7
2176,0,2,13.928,1,9,23,10
2177,6,13,7.28,12,7,16,8
2178,1,14,1.414,13,15,9,16
2179,0,19,8.062,18,7,25,8
2180,8,4,20.248,3,31,1,32
2181,0,15,1.0,14,13,19,14
2182,0,15,2.0,14,16,16,17
2183,6,9,6.708,2,5,1,12
2184,1,5,10.05,4,15,17,16
2185,2,17,18.111,16,32,0,33
2186,6,0,15.297,0,17,15,18
2187,9,3,18.439,2,17,4,29
2188,3,12,3.162,11,13,19,14
2189,1,14,4.123,13,10,14,11
2190,12,3,14.422,2,11,10,23
2191,14,1,16.643,0,23,9,24
2192,0,2,15.811,1,5,27,6
2193,12,0,20.518,0,28,4,29
2194,2,17,3.606,16,17,15,18
2195,4,11,4.472,10,12,0,13
2196,12,0,18.601,0,25,7,26
2197,1,18,16.279,17,30,2,31
2198,2,17,2.828,16,12,20,13
2199,0,6,9.487,0,11,15,18
2200,6,13,8.246,12,6,17,7
2201,1,5,10.198,4,16,16,17
2202,2,17,16.125,16,30,2,31
2203,4,15,12.0,14,26,6,27
2204,6,9,8.485,2,0,12,21
2205,9,10,13.928,4,1,1,2
2206,12,7,10.63,0,1,5,8
2207,8,4,14.866,3,24,8,25
2208,3,3,12.0,2,3,18,15
2209,5,7,17.889,0,10,2,31
2210,3,3,13.0,2,8,13,20
2211,5,10,5.831,4,6,1,12
2212,12,3,22.023,2,12,9,24
2213,4,11,10.63,10,9,3,10
2214,9,6,8.246,0,3,23,10
2215,3,9,30.414,2,11,1,32
2216,3,16,13.0,0,6,1,7
2217,2,17,19.849,16,16,16,17
2218,1,11,25.962,10,6,6,27
2219,6,9,12.083,2,6,0,13
2220,6,9,22.561,2,3,9,24
2221,1,18,27.785,17,25,7,26
2222,1,18,18.439,17,13,19,14
2223,4,15,31.953,14,31,1,32
2224,12,7,6.708,0,1,5,8
2225,1,11,25.0,10,5,7,26
2226,2,0,5.657,0,5,27,6
2227,18,1,3.162,0,2,30,3
2228,7,5,28.018,4,29,3,30
2229,1,14,25.08,13,24,0,25
2230,14,1,10.44,0,11,21,12
2231,1,18,25.239,17,22,10,23
2232,5,14,10.0,13,1,23,2
2233,10,5,7.071,4,8,24,9
2234,13,6,2.0,0,1,1,2
2235,15,0,10.77,0,11,21,12
2236,2,0,6.403,0,6,26,7
2237,8,11,7.0,10,1,11,2
2238,1,5,18.028,4,19,13,20
2239,1,18,26.926,17,24,8,25
2240,7,12,8.246,11,3,29,4
2241,2,4,13.0,3,14,18,15
2242,2,10,26.683,4,7,5,28
2243,1,1,8.544,0,9,23,10
2244,2,13,12.728,12,10,13,11
2245,0,6,14.142,0,9,17,16
2246,4,2,18.111,1,19,13,20
2247,6,9,11.18,2,5,1,12
2248,9,3,26.019,2,16,5,28
2249,4,15,27.313,14,26,6,27
2250,11,4,19.0,3,20,12,21
2251,7,12,9.434,11,6,26,7
2252,10,5,20.025,4,21,11,22
2253,2,10,26.683,4,7,5,28
2254,5,14,11.662,13,7,17,8
2255,2,13,13.454,12,11,12,12
2256,3,12,11.314,11,9,23,10
2257,2,17,13.601,16,5,27,6
2258,11,8,6.403,1,0,6,7
2259,16,3,31.016,2,21,0,33
2260,1,18,16.643,17,10,22,11
2261,4,11,12.207,10,11,1,12
2262,10,9,7.071,2,0,6,7
2263,9,3,26.019,2,16,5,28
2264,2,4,16.0,3,17,15,18
2265,13,2,11.18,1,12,20,13
2266,0,5,3.162,4,4,28,5
2267,0,19,20.518,18,15,17,16
2268,9,3,30.017,2,20,1,32
2269,2,13,14.213,12,12,11,13
2270,15,4,1.0,3,2,30,3
2271,6,9,10.296,2,4,2,11
2272,6,6,29.069,0,24,2,31
2273,1,11,24.042,10,4,8,25
2274,4,15,32.894,14,32,0,33
2275,2,17,13.038,16,2,30,3
2276,14,5,6.083,4,7,25,8
2277,3,12,11.314,11,9,23,10
2278,1,5,17.029,4,18,14,19
2279,8,4,26.0,3,27,5,28
2280,14,5,1.414,4,2,30,3
2281,0,2,6.325,1,7,25,8
2282,0,12,30.083,11,30,2,31
2283,5,10,21.84,4,2,10,23
2284,6,9,12.083,2,6,0,13
2285,1,5,13.038,4,14,18,15
2286,11,8,6.403,1,0,6,7
2287,4,11,12.207,10,11,1,12
2288,15,0,19.416,0,20,12,21
2289,17,2,2.0,1,1,31,2
2290,1,18,8.062,17,31,1,32
2291,6,13,27.074,12,0,23,1
2292,7,8,5.831,1,2,10,23
2293,0,19,25.298,18,3,29,4
2294,0,19,20.616,18,8,24,9
2295,0,15,7.211,14,21,11,22
2296,8,11,22.0,10,5,7,6
2297,0,19,9.434,18,32,0,33
2298,6,0,14.213,0,18,14,19
2299,1,1,20.591,0,9,23,10
2300,4,2,12.042,1,19,13,20
2301,0,2,24.698,1,4,28,5
2302,7,12,27.019,11,0,32,1
2303,0,15,16.492,14,11,21,12
2304,1,1,23.259,0,6,26,7
2305,13,2,10.817,1,21,11,22
2306,0,15,19.416,14,8,24,9
2307,14,1,11.18,0,22,10,23
2308,9,10,26.019,4,1,1,2
2309,6,6,5.831,0,24,2,31
2310,2,0,24.597,0,5,27,6
2311,0,19,14.422,18,15,17,16
2312,1,18,8.062,17,31,1,32
2313,0,2,20.125,1,9,23,10
2314,8,4,7.071,3,26,6,27
2315,4,11,4.0,10,3,9,24
2316,14,1,12.207,0,20,12,21
2317,5,14,22.204,13,5,19,6
2318,9,10,5.099,4,12,0,33
2319,6,6,5.0,0,21,5,28
2320,2,13,6.325,12,21,2,22
2321,5,7,5.657,0,11,1,32
2322,10,5,16.155,4,12,20,13
2323,5,10,17.029,4,5,2,11
2324,9,3,8.544,2,19,2,31
2325,0,19,17.889,18,11,21,12
2326,0,19,23.409,18,5,27,6
2327,7,8,5.831,1,2,10,23
2328,8,11,24.0,10,3,9,4
2329,0,19,28.16,18,0,32,1
2330,11,1,10.05,0,26,6,27
2331,1,18,16.553,17,12,20,13
2332,6,0,17.804,0,13,19,14
2333,2,13,15.133,12,12,11,13
2334,1,18,7.071,17,26,6,27
2335,2,0,23.707,0,6,26,7
2336,7,12,24.021,11,3,29,4
2337,6,6,5.831,0,18,8,25
2338,0,19,9.434,18,32,0,33
2339,9,6,19.647,0,2,24,9
2340,8,7,17.464,0,4,2,11
2341,2,13,18.111,12,9,14,10
2342,2,17,21.84,16,6,26,7
2343,1,11,4.0,10,11,1,32
2344,2,0,21.095,0,9,23,10
2345,4,2,12.042,1,19,13,20
2346,4,11,15.0,10,12,0,13
2347,2,13,8.246,12,19,4,20
2348,2,13,6.325,12,21,2,22
2349,1,14,11.402,13,16,8,17
2350,3,12,7.071,11,20,12,21
2351,2,13,19.105,12,8,15,9
2352,6,6,5.099,0,20,6,27
2353,2,4,11.402,3,18,14,19
2354,13,2,17.493,1,12,20,13
2355,11,4,20.248,3,8,24,9
2356,1,14,19.235,13,8,16,9
2357,12,3,9.434,2,11,10,23
2358,19,0,27.313,0,2,30,3
2359,13,6,25.495,0,2,0,3
2360,2,17,11.662,16,17,15,18
2361,5,7,4.123,0,6,6,27
2362,7,8,6.708,1,1,11,22
2363,3,3,14.422,2,4,17,16
2364,3,3,16.125,2,2,19,14
2365,16,3,9.434,2,21,0,33
2366,9,6,16.763,0,5,21,12
2367,6,0,14.866,0,17,15,18
2368,2,4,14.765,3,14,18,15
2369,2,17,8.485,16,21,11,22
2370,7,12,3.606,11,4,28,5
2371,10,2,23.087,1,24,8,25
2372,13,6,3.0,0,2,0,3
2373,6,13,5.0,12,5,18,6
2374,11,1,30.083,0,31,1,32
2375,2,17,20.616,16,21,11,22
2376,7,5,25.318,4,27,5,28
2377,12,3,11.662,2,1,20,13
2378,1,18,12.728,17,11,21,12
2379,3,16,30.806,0,7,0,33
2380,0,15,12.53,14,13,19,14
2381,2,17,18.788,16,19,13,20
2382,4,15,6.083,14,1,31,2
2383,1,5,17.464,4,19,13,20
2384,2,13,18.439,12,20,3,21
2385,3,3,17.088,2,7,14,19
2386,0,2,8.062,1,6,26,7
2387,10,2,24.042,1,25,7,26
2388,12,7,2.236,0,1,1,2
2389,7,5,26.306,4,28,4,29
2390,12,0,25.632,0,26,6,27
2391,1,14,10.296,13,11,13,12
2392,3,12,12.369,11,14,18,15
2393,1,18,9.22,17,4,28,5
2394,2,4,15.811,3,17,15,18
2395,4,15,24.739,14,26,6,27
2396,2,17,13.601,16,13,19,14
2397,4,15,26.683,14,28,4,29
2398,18,1,8.062,0,1,31,2
2399,2,17,10.0,16,8,24,9
2400,15,4,5.0,3,2,30,3
2401,10,5,19.416,4,21,11,22
2402,15,0,21.932,0,22,10,23
2403,2,13,21.378,12,23,0,24
2404,6,9,10.0,2,6,0,13
2405,1,18,22.847,17,23,9,24
2406,0,12,22.204,11,24,8,25
2407,9,6,8.544,0,4,22,11
2408,2,13,18.439,12,20,3,21
2409,3,12,16.279,11,18,14,19
2410,0,6,14.318,0,10,16,17
2411,11,4,21.587,3,23,9,24
2412,11,1,24.352,0,25,7,26
2413,0,15,22.804,14,24,8,25
2414,14,5,4.0,4,2,30,3
2415,1,11,22.091,10,4,8,25
2416,1,14,22.561,13,24,0,25
2417,10,9,4.0,2,0,6,7
2418,5,10,20.025,4,2,10,23
2419,10,5,20.396,4,22,10,23
2420,5,7,25.08,0,7,5,28
2421,0,2,8.062,1,6,26,7
2422,1,18,26.571,17,27,5,28
2423,10,9,2.0,2,0,2,1
2424,9,6,21.213,0,17,9,24
2425,1,18,9.0,17,2,30,3
2426,7,8,19.026,1,1,11,22
2427,4,15,7.81,14,7,25,8
2428,10,2,28.862,1,30,2,31
2429,0,2,10.63,1,10,22,11
2430,16,3,6.0,2,2,0,3
2431,5,14,30.414,13,1,0,33
2432,0,6,16.279,0,12,14,19
2433,11,4,18.682,3,20,12,21
2434,4,15,30.594,14,32,0,33
2435,0,15,22.804,14,24,8,25
2436,9,3,23.77,2,14,7,26
2437,8,4,23.537,3,25,7,26
2438,6,13,4.472,12,4,19,5
2439,9,10,2.236,4,0,2,1
2440,1,5,15.524,4,17,15,18
2441,13,2,11.402,1,11,21,12
2442,1,14,21.587,13,23,1,24
2443,3,16,7.071,0,1,6,2
2444,2,13,16.492,12,18,5,19
2445,14,5,4.472,4,0,32,1
2446,1,1,8.944,0,6,26,7
2447,12,7,2.236,0,1,1,2
2448,3,16,28.862,0,5,2,31
2449,1,11,27.074,10,9,3,30
2450,5,1,17.889,0,18,14,19
2451,0,19,23.259,18,23,9,24
2452,2,17,16.125,16,16,16,17
2453,1,4,15.297,3,5,27,6
2454,0,15,7.211,14,14,18,15
2455,1,1,18.439,0,4,28,5
2456,16,3,28.844,2,21,0,33
2457,7,5,25.239,4,29,3,30
2458,2,17,10.198,16,18,14,19
2459,8,4,25.807,3,29,3,30
2460,10,9,11.662,2,2,0,3
2461,10,2,27.019,1,29,3,30
2462,8,11,8.246,10,6,6,7
2463,8,7,19.209,0,3,9,24
2464,3,12,7.071,11,9,23,10
2465,12,0,29.069,0,30,2,31
2466,10,5,18.439,4,20,12,21
2467,11,4,19.849,3,21,11,22
2468,8,11,25.298,10,12,0,33
2469,0,19,8.0,18,16,16,17
2470,2,17,23.087,16,31,1,32
2471,9,6,13.038,0,3,23,10
2472,7,12,7.28,11,6,26,7
2473,2,17,11.18,16,19,13,20
2474,6,6,24.698,0,23,3,30
2475,2,10,20.125,4,6,6,27
2476,4,15,19.416,14,27,5,28
2477,4,15,8.062,14,1,31,2
2478,0,2,17.0,1,8,24,9
2479,4,11,8.944,10,12,0,13
2480,0,19,15.0,18,23,9,24
2481,0,19,5.0,18,13,19,14
2482,11,1,29.206,0,31,1,32
2483,0,2,17.464,1,4,28,5
2484,2,17,2.0,16,8,24,9
2485,7,8,11.705,1,6,0,13
2486,11,4,20.518,3,22,10,23
2487,1,11,23.409,10,10,2,31
2488,2,13,6.0,12,8,15,9
2489,3,12,11.402,11,17,15,18
2490,5,14,23.537,13,0,1,32
2491,13,2,17.263,1,11,21,12
2492,6,13,8.485,12,2,21,3
2493,5,1,19.313,0,15,17,16
2494,1,18,21.024,17,29,3,30
2495,11,4,15.033,3,9,23,10
2496,12,0,26.87,0,27,5,28
2497,5,10,9.849,4,7,0,13
2498,13,6,13.038,0,1,25,8
2499,6,0,20.616,0,16,16,17
2500,9,6,13.153,0,4,22,11
2501,6,13,9.22,12,1,22,2
2502,0,6,16.401,0,12,14,19
2503,14,5,15.652,4,1,31,2
2504,2,0,19.235,0,5,27,6
2505,0,19,24.0,18,32,0,33
2506,1,18,23.022,17,31,1,32
2507,9,3,24.083,2,15,6,27
2508,2,4,16.155,3,14,18,15
2509,2,17,19.105,16,27,5,28
2510,14,1,22.804,0,22,10,23
2511,4,8,20.248,1,5,7,26
2512,3,9,25.08,2,11,1,32
2513,9,10,9.22,4,1,6,7
2514,9,3,22.627,2,13,8,25
2515,12,7,12.166,0,0,6,7
2516,4,8,22.825,1,8,4,29
2517,3,16,5.0,0,4,3,5
2518,9,6,18.385,0,15,11,22
2519,8,7,12.369,0,5,1,12
2520,0,19,12.0,18,20,12,21
2521,3,3,17.889,2,5,16,17
2522,15,0,19.416,0,12,20,13
2523,7,5,23.601,4,27,5,28
2524,11,4,15.0,3,8,24,9
2525,9,6,13.0,0,2,24,9
2526,0,15,13.601,14,21,11,22
2527,4,15,21.378,14,29,3,30
2528,0,12,17.464,11,24,8,25
2529,19,0,19.925,0,2,30,3
2530,7,5,21.26,4,24,8,25
2531,4,15,5.0,14,5,27,6
2532,6,13,24.739,12,0,0,33
2533,1,18,2.236,17,6,26,7
2534,9,10,12.042,4,0,2,1
2535,3,16,21.213,0,4,3,30
2536,5,14,2.236,13,6,18,7
2537,2,17,5.385,16,9,23,10
2538,15,4,11.705,3,0,32,1
2539,10,5,19.723,4,21,11,22
2540,4,15,1.0,14,3,29,4
2541,8,7,11.314,0,6,0,13
2542,6,6,23.77,0,20,6,27
2543,1,11,24.331,10,8,4,29
2544,7,12,3.162,11,5,27,6
2545,2,10,22.561,4,6,6,27
2546,14,5,10.44,4,1,31,2
2547,13,6,9.849,0,0,2,1
2548,11,8,7.28,1,2,0,3
2549,2,17,27.074,16,31,1,32
2550,19,0,31.765,0,32,0,33
2551,1,11,24.331,10,8,4,29
2552,4,15,25.0,14,29,3,30
2553,3,12,12.369,11,16,16,17
2554,8,11,4.472,10,2,10,3
2555,10,9,6.325,2,2,0,3
2556,1,11,26.306,10,10,2,31
2557,0,19,10.77,18,14,18,15
2558,3,12,12.369,11,16,16,17
2559,1,18,17.263,17,21,11,22
2560,12,7,8.544,0,1,5,8
2561,3,3,16.971,2,5,16,17
2562,11,4,13.601,3,12,20,13
2563,1,18,9.487,17,13,19,14
2564,2,13,11.18,12,15,8,16
2565,2,4,17.029,3,17,15,18
2566,3,16,2.236,0,2,5,3
2567,1,18,21.213,17,25,7,26
2568,6,0,17.493,0,13,19,14
2569,12,0,29.155,0,29,3,30
2570,4,15,24.0,14,28,4,29
2571,2,10,27.459,4,11,1,32
2572,2,17,22.091,16,26,6,27
2573,0,5,10.05,4,5,27,6
2574,2,17,28.071,16,32,0,33
2575,0,19,7.211,18,10,22,11
2576,4,8,27.893,1,11,1,32
2577,14,5,10.44,4,1,31,2
2578,10,5,20.591,4,22,10,23
2579,8,7,11.314,0,6,0,13
2580,0,19,15.524,18,19,13,20
2581,8,4,22.825,3,24,8,25
2582,4,15,0.0,14,4,28,5
2583,1,18,26.173,17,30,2,31
2584,3,16,25.02,0,4,3,30
2585,9,6,9.849,0,2,24,9
2586,10,2,25.554,1,26,6,27
2587,9,10,28.443,4,12,0,33
2588,1,18,3.0,17,4,28,5
2589,4,8,26.926,1,10,2,31
2590,6,9,7.211,2,2,4,9
2591,2,17,11.18,16,15,17,16
2592,2,17,2.236,16,3,29,4
2593,0,19,19.416,18,23,9,24
2594,6,6,22.847,0,19,7,26
2595,0,15,17.0,14,21,11,22
2596,11,1,27.785,0,28,4,29
2597,5,7,21.541,0,4,8,25
2598,0,6,15.811,0,11,15,18
2599,1,1,14.318,0,7,25,8
2600,0,19,28.284,18,32,0,33
2601,1,14,15.033,13,19,5,20
2602,12,0,27.459,0,27,5,28
2603,4,8,23.087,1,6,6,27
2604,1,4,11.0,3,4,28,5
2605,1,14,19.026,13,23,1,24
2606,7,12,5.0,11,0,32,1
2607,3,16,25.02,0,4,3,30
2608,2,13,10.198,12,14,9,15
2609,3,16,27.019,0,6,1,32
2610,5,1,19.799,0,18,14,19
2611,2,0,15.033,0,3,29,4
2612,2,13,7.28,12,11,12,12
2613,8,7,11.314,0,6,0,13
2614,8,7,19.698,0,2,10,23
2615,7,12,3.162,11,3,29,4
2616,1,5,16.125,4,15,17,16
2617,1,14,19.313,13,17,7,18
2618,1,18,25.495,17,22,10,23
2619,6,9,24.083,2,3,9,24
2620,0,19,13.0,18,4,28,5
2621,9,3,26.306,2,14,7,26
2622,0,2,7.071,1,4,28,5
2623,2,13,22.804,12,21,2,22
2624,1,11,29.275,10,8,4,29
2625,0,6,18.028,0,11,15,18
2626,0,2,7.81,1,5,27,6
2627,1,5,15.133,4,14,18,15
2628,3,9,31.064,2,10,2,31
2629,11,4,11.402,3,10,22,11
2630,4,15,32.985,14,31,1,32
2631,11,4,9.487,3,8,24,9
2632,11,1,32.558,0,31,1,32
2633,14,5,2.236,4,0,32,1
2634,8,7,10.0,0,3,3,10
2635,3,16,29.411,0,2,5,28
2636,8,11,4.472,10,1,11,2
2637,2,10,28.16,4,7,5,28
2638,5,14,7.616,13,2,22,3
2639,2,13,10.817,12,8,15,9
2640,0,19,22.472,18,18,14,19
2641,2,13,12.53,12,10,13,11
2642,8,11,6.403,10,4,8,5
2643,2,10,25.179,4,4,8,25
2644,6,9,23.087,2,2,10,23
2645,2,17,31.623,16,29,3,30
2646,13,2,13.928,1,12,20,13
2647,8,11,4.123,10,0,12,1
2648,7,12,5.831,11,2,30,3
2649,6,13,6.083,12,0,23,1
2650,1,18,34.785,17,32,0,33
2651,1,18,14.866,17,9,23,10
2652,1,1,10.0,0,7,25,8
2653,1,11,26.306,10,5,7,26
2654,3,16,9.487,0,2,5,3
2655,1,5,20.1,4,19,13,20
2656,0,19,25.06,18,21,11,22
2657,5,10,13.342,4,7,0,13
2658,1,14,16.553,13,14,10,15
2659,10,9,33.061,2,12,0,33
2660,2,17,17.205,16,13,19,14
2661,1,18,14.866,17,9,23,10
2662,3,16,12.042,0,7,0,8
2663,5,10,10.44,4,4,3,10
2664,7,5,27.074,4,26,6,27
2665,11,1,26.683,0,25,7,26
2666,12,0,30.806,0,29,3,30
2667,0,15,19.698,14,17,15,18
2668,13,2,13.928,1,12,20,13
2669,3,12,12.083,11,10,22,11
2670,8,4,28.16,3,27,5,28
2671,0,19,24.187,18,20,12,21
2672,11,1,26.683,0,25,7,26
2673,0,19,16.279,18,10,22,11
2674,0,19,14.422,18,7,25,8
2675,12,3,24.331,2,12,9,24
2676,3,12,18.682,11,17,15,18
2677,3,12,17.72,11,16,16,17
2678,9,3,27.295,2,15,6,27
2679,3,16,34.205,0,7,0,33
2680,10,9,2.828,2,1,1,2
2681,2,17,16.401,16,12,20,13
2682,10,5,23.087,4,22,10,23
2683,18,1,6.083,0,0,32,1
2684,13,2,21.587,1,20,12,21
2685,0,15,21.541,14,19,13,20
2686,1,18,28.231,17,25,7,26
2687,0,15,20.616,14,18,14,19
2688,4,15,8.544,14,2,30,3
2689,13,2,13.0,1,11,21,12
2690,5,7,31.0,0,10,2,31
2691,0,15,12.042,14,8,24,9
2692,5,14,7.616,13,2,22,3
2693,6,6,29.017,0,22,4,29
2694,3,9,29.069,2,8,4,29
2695,3,12,17.72,11,16,16,17
2696,2,4,15.297,3,14,18,15
2697,9,10,24.698,4,1,1,2
2698,12,0,3.162,0,27,5,28
2699,2,17,16.031,16,25,7,26
2700,0,15,14.0,14,24,8,25
2701,0,12,11.045,11,25,7,26
2702,8,11,24.166,10,2,10,3
2703,11,1,3.0,0,27,5,28
2704,3,12,18.601,11,9,23,10
2705,1,14,13.038,13,23,1,24
2706,15,0,3.162,0,21,11,22
2707,4,2,10.05,1,14,18,15
2708,0,5,20.396,4,4,28,5
2709,1,11,11.18,10,9,3,30
2710,0,19,18.248,18,27,5,28
2711,0,19,24.083,18,8,24,9
2712,15,4,22.204,3,2,30,3
2713,3,3,7.28,2,6,15,18
2714,6,6,5.385,0,20,6,27
2715,2,17,16.279,16,21,11,22
2716,7,12,20.248,11,7,25,8
2717,15,0,3.162,0,21,11,22
2718,1,11,12.207,10,11,1,32
2719,12,7,24.739,0,0,2,1
2720,12,0,2.236,0,26,6,27
2721,10,2,7.071,1,31,1,32
2722,0,19,19.698,18,32,0,33
2723,6,13,25.942,12,1,22,2
2724,9,6,14.866,0,4,22,11
2725,8,11,23.259,10,3,9,4
2726,12,7,23.77,0,1,1,2
2727,1,1,14.0,0,10,22,11
2728,8,7,15.232,0,4,2,11
2729,3,12,17.029,11,11,21,12
2730,8,7,17.088,0,2,4,9
2731,4,2,10.05,1,14,18,15
2732,4,15,14.56,14,28,4,29
2733,5,7,6.708,0,7,5,28
2734,2,13,17.692,12,11,12,12
2735,4,15,24.413,14,4,28,5
2736,13,2,2.236,1,22,10,23
2737,2,13,12.369,12,21,2,22
2738,4,15,27.785,14,0,32,1
2739,1,11,10.77,10,8,4,29
2740,1,18,19.723,17,14,18,15
2741,3,16,22.672,0,7,0,8
2742,0,15,16.125,14,16,16,17
2743,3,16,15.133,0,1,6,27
2744,5,14,24.698,13,3,21,4
2745,1,11,10.05,10,5,7,26
2746,15,4,23.195,3,1,31,2
2747,4,11,10.05,10,3,9,24
2748,8,7,6.083,0,3,9,24
2749,3,16,15.297,0,2,5,28
2750,7,5,5.657,4,28,4,29
2751,5,1,7.0,0,17,15,18
2752,2,17,16.279,16,27,5,28
2753,9,10,12.042,4,12,0,33
2754,1,5,7.211,4,18,14,19
2755,1,14,13.153,13,22,2,23
2756,2,17,16.031,16,25,7,26
2757,8,7,16.155,0,3,3,10
2758,4,11,15.62,10,12,0,13
2759,2,17,24.083,16,6,26,7
2760,7,12,23.707,11,3,29,4
2761,8,11,25.08,10,1,11,2
2762,9,6,6.403,0,14,12,21
2763,15,4,18.248,3,6,26,7
2764,8,4,6.708,3,30,2,31
2765,11,8,24.042,1,1,1,2
2766,2,17,17.464,16,31,1,32
2767,1,1,20.0,0,4,28,5
2768,5,7,8.485,0,10,2,31
2769,12,3,2.828,2,11,10,23
2770,2,13,16.971,12,12,11,13
2771,2,13,12.166,12,22,1,23
2772,0,6,9.434,0,10,16,17
2773,0,15,19.799,14,10,22,11
2774,10,2,6.083,1,30,2,31
2775,2,13,18.439,12,10,13,11
2776,1,18,17.029,17,23,9,24
2777,2,4,5.831,3,19,13,20
2778,2,13,1.414,12,14,9,15
2779,10,5,12.207,4,23,9,24
2780,6,6,12.53,0,18,8,25
